Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.2389,,16,,5262,,71543,,7285.0,,62980.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,5,Dry bulk carriers,1.8323,,17,,21521,,107737,,36923.0,,208000.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,17,,22643,,76420,,8174.0,,45200.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,1.0097,,14,,9308,,48502,,10977.0,,58610.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,0,All ships,0.8087,,22,,15352,,214286,,9067.0,,307284.0,,1550.0,,19630.0,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18612,,58377,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6983,,14,,8963,,159911,,13799.0,,307284.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0552,,21,,3766,,43788,,5275.0,,55807.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4979,,29,,7279,,44043,,10680.0,,82654.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,20,,27029,,75283,,10236.0,,31143.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.849,,14,,7823,,48655,,8567.0,,54655.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Türkiye,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,0,All ships,1.4625,,24,,16172,,232618,,47874.0,,323183.0,,5237.0,,22000.0,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,1,Passenger ships,,,28,,6944,,228081,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,2,Liquid bulk carriers,1.6444,,11,,35206,,170618,,60894.0,,323183.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,3,Container ships,1.0132,,14,,58188,,232618,,,,,,5237.0,,22000.0,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,4,Dry breakbulk carriers,1.9313,,18,,12981,,91649,,18034.0,,101496.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,5,Dry bulk carriers,2.1361,,17,,29196,,109824,,51120.0,,211081.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,6,Roll-on/ roll-off ships,,,13,,59500,,100430,,22578.0,,55828.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,1.9736,,9,,31372,,59226,,35840.0,,59138.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.2222,,6,,104630,,149367,,83373.0,,156000.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.5222,,19,,3339,,71543,,4595.0,,55973.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,5,Dry bulk carriers,2.5,,12,,28023,,95047,,48378.0,,181305.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,6,Roll-on/ roll-off ships,,,14,,23979,,100430,,9788.0,,55828.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.0698,,12,,7081,,47342,,7500.0,,54561.0,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.3566,,8,,115061,,168189,,93633.0,,154940.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,0,All ships,1.0021,,18,,14242,,237200,,24800.0,,404389.0,,3575.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,0,World,1,Passenger ships,,,20,,6971,,228081,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,2,Liquid bulk carriers,0.966,,14,,15581,,170618,,27016.0,,323183.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,3,Container ships,0.7257,,13,,38614,,237200,,,,,,3575.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1278,,21,,5411,,91784,,7370.0,,116173.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,5,Dry bulk carriers,2.0465,,14,,32028,,204014,,57225.0,,404389.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,17,,25670,,100430,,10338.0,,55828.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.0444,,14,,10806,,59229,,12118.0,,64220.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.1281,,11,,93946,,168189,,73163.0,,155159.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,0,All ships,1.5229,,20,,26294,,152457,,81407.0,,299688.0,,4904.0,,9572.0,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,1,Passenger ships,,,30,,2147,,29338,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.2965,,8,,23220,,85030,,39381.0,,159021.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,3,Container ships,1.5545,,13,,54260,,109712,,,,,,4904.0,,9572.0,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.8535,,11,,18710,,91649,,27419.0,,101496.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.6028,,10,,59500,,152457,,111350.0,,299688.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,6,Roll-on/ roll-off ships,,,12,,38900,,76420,,14812.0,,43878.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,7,Liquefied petroleum gas carriers,0.8938,,9,,13423,,51035,,15218.0,,58591.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,8,Liquefied natural gas carriers,1.2038,,9,,112262,,144978,,85355.0,,97730.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,0,All ships,0.625,,26,,11019,,172000,,34074.0,,317713.0,,5309.0,,15128.0,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,1,Passenger ships,,,29,,6174,,30285,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,2,Liquid bulk carriers,1.0806,,11,,23487,,160882,,39126.0,,317713.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,3,Container ships,1.8628,,13,,59250,,172000,,,,,,5309.0,,15128.0,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,4,Dry breakbulk carriers,0.4313,,12,,11097,,49091,,15401.0,,63581.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,5,Dry bulk carriers,0.2792,,23,,26662,,109731,,45192.0,,210000.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,6,Roll-on/ roll-off ships,,,19,,10982,,100430,,6159.0,,55828.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,7,Liquefied petroleum gas carriers,1.5288,,12,,42200,,51035,,50392.0,,58591.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,0,All ships,1.0958,,13,,32371,,237200,,46177.0,,404389.0,,4611.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,156,China,1,Passenger ships,,,13,,16135,,169379,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,2,Liquid bulk carriers,1.1646,,11,,21058,,170618,,36953.0,,323183.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,3,Container ships,0.6479,,12,,49176,,237200,,,,,,4611.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,156,China,4,Dry breakbulk carriers,1.2924,,16,,10187,,91784,,14433.0,,116173.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,5,Dry bulk carriers,2.0146,,13,,40533,,204014,,73659.0,,404389.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,6,Roll-on/ roll-off ships,,,13,,35035,,76420,,11561.0,,43878.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,7,Liquefied petroleum gas carriers,1.0368,,13,,9364,,59229,,10242.0,,64220.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,8,Liquefied natural gas carriers,1.2007,,9,,96938,,168189,,77220.0,,154940.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,0,All ships,1.1118,,15,,3463,,153744,,16472.0,,177657.0,,3355.0,,15226.0,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,1,Passenger ships,,,15,,3081,,69472,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,0.8951,,14,,17317,,84850,,30212.0,,164733.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,3,Container ships,0.5719,,14,,35287,,153744,,,,,,3355.0,,15226.0,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,2.3253,,22,,4936,,30983,,6673.0,,54204.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,5,Dry bulk carriers,2.5951,,34,,8338,,91775,,13808.0,,177657.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,0,All ships,0.7601,,19,,9593,,214286,,7517.0,,159314.0,,1763.0,,19630.0,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,1,Passenger ships,,,19,,9884,,168800,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.6837,,16,,8168,,90000,,12868.0,,159314.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,3,Container ships,0.4483,,14,,19649,,214286,,,,,,1763.0,,19630.0,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.9118,,24,,3017,,40169,,4076.0,,48821.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.8618,,11,,8983,,49973,,14551.0,,92598.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,19,,21721,,60500,,12069.0,,24485.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.059,,12,,4178,,9835,,4764.0,,12008.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,0,All ships,1.1035,,16,,20900,,236583,,15896.0,,317794.0,,5157.0,,23000.0,
2020S02,S2   2020,2020,S,Semi-annual,251,France,1,Passenger ships,,,18,,21080,,183900,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,2,Liquid bulk carriers,1.0194,,13,,11352,,160882,,18769.0,,317794.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,3,Container ships,0.7615,,13,,57442,,236583,,,,,,5157.0,,23000.0,
2020S02,S2   2020,2020,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.5778,,17,,4634,,41580,,6364.0,,62045.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,5,Dry bulk carriers,2.7743,,13,,23590,,94544,,41470.0,,182913.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,15,,30804,,76420,,12172.0,,48988.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1583,,11,,9584,,48060,,10733.0,,54592.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.167,,9,,101818,,163922,,80128.0,,130298.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,0,All ships,0.7958,,19,,13227,,236583,,8822.0,,319000.0,,4429.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,11060,,111554,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5049,,18,,4713,,160874,,7705.0,,319000.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,3,Container ships,1.0,,13,,49059,,236583,,,,,,4429.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,0.9069,,21,,3536,,44866,,4675.0,,72400.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.2295,,12,,28942,,109716,,50301.0,,209240.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,17,,29254,,100430,,11668.0,,55828.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8528,,13,,5603,,48963,,6097.0,,54656.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,0,All ships,0.7997,,22,,7909,,215553,,7544.0,,166300.0,,4073.0,,21413.0,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,1,Passenger ships,,,21,,7100,,168666,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6007,,21,,5651,,87146,,8979.0,,166300.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,3,Container ships,0.9729,,15,,43799,,215553,,,,,,4073.0,,21413.0,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.0951,,33,,2745,,66870,,3816.0,,71955.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.4455,,26,,6007,,44180,,10038.0,,83002.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,31,,16392,,76420,,6967.0,,48988.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,1.0007,,24,,4925,,16808,,5839.0,,18955.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.2955,,10,,107042,,137535,,83719.0,,121730.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,0,All ships,1.2174,,20,,7510,,157098,,15917.0,,300542.0,,1486.0,,6921.0,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,21,,4842,,20563,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.241,,15,,8141,,157098,,12627.0,,300542.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9958,,14,,15090,,75579,,,,,,1486.0,,6921.0,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.0896,,20,,5056,,49854,,6594.0,,65035.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,2.9785,,17,,24600,,108051,,43036.0,,209951.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,33,,8554,,76387,,3935.0,,21021.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.1049,,19,,9832,,49394,,10827.0,,58899.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4076,,18,,82744,,133948,,65485.0,,94494.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,0,All ships,1.3101,,27,,9333,,232618,,17621.0,,181403.0,,3742.0,,23756.0,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,6655,,183900,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,2,Liquid bulk carriers,1.2729,,18,,15657,,86952,,26391.0,,166467.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,3,Container ships,0.9264,,16,,41266,,232618,,,,,,3742.0,,23756.0,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,4,Dry breakbulk carriers,2.0264,,19,,6097,,66870,,8434.0,,71955.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,5,Dry bulk carriers,3.4809,,16,,20964,,93010,,35826.0,,181403.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,6,Roll-on/ roll-off ships,,,13,,30551,,76420,,12217.0,,45200.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,7,Liquefied petroleum gas carriers,1.7056,,13,,8420,,25937,,9547.0,,29565.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,0,All ships,0.3951,,13,,10656,,192237,,14583.0,,327017.0,,1641.0,,18400.0,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,1,Passenger ships,,,15,,4831,,50444,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,2,Liquid bulk carriers,0.3118,,12,,7687,,162858,,12957.0,,318000.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,3,Container ships,0.3389,,12,,17145,,192237,,,,,,1641.0,,18400.0,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,4,Dry breakbulk carriers,1.0986,,14,,6704,,51065,,8951.0,,80344.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,5,Dry bulk carriers,0.8194,,13,,16788,,161294,,29143.0,,327017.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,6,Roll-on/ roll-off ships,,,11,,17348,,76420,,7539.0,,43878.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,7,Liquefied petroleum gas carriers,0.3319,,14,,6138,,51035,,6671.0,,58811.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,8,Liquefied natural gas carriers,1.0354,,13,,79906,,149367,,57826.0,,122006.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",0,All ships,0.8722,,14,,21580,,237200,,23195.0,,327017.0,,3111.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",1,Passenger ships,,,15,,16130,,169379,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",2,Liquid bulk carriers,0.7792,,12,,14651,,167168,,25388.0,,322829.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",3,Container ships,0.6667,,13,,33452,,237200,,,,,,3111.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",4,Dry breakbulk carriers,1.1958,,17,,5204,,49192,,7397.0,,81279.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",5,Dry bulk carriers,2.0135,,14,,29409,,172521,,53020.0,,327017.0,,,,,
